window,sentence_id,actor,concept,distance,actor_from_coref,sentence_rewritten
buildup_may,0063_019,OMAN,nuclear_program,9,False,False
buildup_may,0063_019,OMAN,diplomacy,15,False,False
buildup_apr,0064_001,PEZESHKIAN,nuclear_program,6,True,True
buildup_apr,0064_001,IRAN,nuclear_program,0,False,True
buildup_apr,0064_002,IRAN,military_action,6,False,False
buildup_apr,0064_002,IRAN,nuclear_program,5,False,False
buildup_apr,0064_002,KHAMENEI,military_action,8,False,False
buildup_apr,0064_002,KHAMENEI,nuclear_program,8,False,False
buildup_apr,0064_003,IRAN,deterrence,3,False,False
buildup_apr,0064_003,PEZESHKIAN,deterrence,10,False,False
buildup_apr,0064_006,ARAGHCHI,nuclear_program,33,False,False
buildup_apr,0064_006,ARAGHCHI,diplomacy,15,False,False
buildup_apr,0064_006,USA,nuclear_program,14,False,False
buildup_apr,0064_006,USA,diplomacy,2,False,False
buildup_apr,0064_006,OMAN,nuclear_program,12,False,False
buildup_apr,0064_006,OMAN,diplomacy,4,False,False
buildup_apr,0064_006,IRAN,nuclear_program,0,False,False
buildup_apr,0064_006,IRAN,diplomacy,16,False,False
buildup_mar,0065_000,RUSSIA,nuclear_program,5,False,False
buildup_mar,0065_000,RUSSIA,strike_claims,17,False,False
buildup_mar,0065_000,IRAN,nuclear_program,0,False,False
buildup_mar,0065_000,IRAN,strike_claims,12,False,False
buildup_mar,0065_002,RUSSIA,nuclear_program,13,False,True
buildup_mar,0065_002,IRAN,nuclear_program,7,False,True
buildup_mar,0065_003,IRAN,military_action,0,False,False
buildup_mar,0065_003,RUSSIA,military_action,9,False,False
buildup_mar,0065_003,USA,military_action,4,False,False
buildup_mar,0065_003,ISRAEL,military_action,2,False,False
buildup_mar,0065_004,IRAN,nuclear_program,0,False,False
buildup_mar,0065_009,RUSSIA,diplomacy,10,False,False
buildup_mar,0065_009,IRAN,diplomacy,1,False,False
buildup_mar,0065_010,IRAN,diplomacy,9,False,False
buildup_mar,0065_012,USA,diplomacy,12,False,False
buildup_mar,0065_012,TRUMP,diplomacy,20,False,False
buildup_mar,0065_012,IRAN,diplomacy,1,False,False
buildup_mar,0066_000,ISRAEL,military_action,9,False,False
buildup_mar,0066_000,ISRAEL,deterrence,15,False,False
buildup_mar,0066_000,ISRAEL,strike_claims,20,False,False
buildup_mar,0066_000,IRAN,military_action,1,False,False
buildup_mar,0066_000,IRAN,deterrence,3,False,False
buildup_mar,0066_000,IRAN,strike_claims,0,False,False
buildup_mar,0066_004,ISRAEL,military_action,2,False,True
buildup_mar,0066_004,USA,military_action,6,False,True
buildup_mar,0066_004,IRAN,military_action,0,False,True
buildup_mar,0066_006,TRUMP,deterrence,1,True,True
buildup_mar,0066_006,IRAN,deterrence,1,False,True
buildup_mar,0066_010,TRUMP,deterrence,5,True,True
buildup_mar,0066_010,IRAN,deterrence,4,False,True
buildup_mar,0066_011,ISRAEL,military_action,9,False,False
buildup_mar,0066_011,ISRAEL,deterrence,14,False,False
buildup_mar,0066_011,ISRAEL,strike_claims,19,False,False
buildup_mar,0066_011,IRAN,military_action,1,False,False
buildup_mar,0066_011,IRAN,deterrence,2,False,False
buildup_mar,0066_011,IRAN,strike_claims,0,False,False
buildup_mar,0066_018,QATAR,military_action,17,False,False
buildup_mar,0066_018,IRAN,military_action,1,False,False
buildup_mar,0066_019,IRAN,military_action,1,False,False
buildup_mar,0066_019,USA,military_action,9,False,False
buildup_mar,0066_021,IAEA,nuclear_program,0,False,False
buildup_mar,0066_021,ISRAEL,nuclear_program,2,False,False
buildup_mar,0066_022,QATAR,nuclear_program,21,False,False
buildup_mar,0066_022,ISRAEL,nuclear_program,11,False,False
buildup_mar,0066_022,IAEA,nuclear_program,0,False,False
buildup_mar,0066_027,ISRAEL,military_action,8,False,False
buildup_mar,0066_027,ISRAEL,deterrence,13,False,False
buildup_mar,0066_027,ISRAEL,diplomacy,33,False,False
buildup_mar,0066_027,ISRAEL,strike_claims,15,False,False
buildup_mar,0066_027,IRAN,military_action,1,False,False
buildup_mar,0066_027,IRAN,deterrence,2,False,False
buildup_mar,0066_027,IRAN,diplomacy,1,False,False
buildup_mar,0066_027,IRAN,strike_claims,0,False,False
buildup_mar,0066_027,SAUDI_ARABIA,military_action,15,False,False
buildup_mar,0066_027,SAUDI_ARABIA,deterrence,10,False,False
buildup_mar,0066_027,SAUDI_ARABIA,diplomacy,7,False,False
buildup_mar,0066_027,SAUDI_ARABIA,strike_claims,8,False,False
buildup_mar,0066_027,UAE,military_action,18,False,False
buildup_mar,0066_027,UAE,deterrence,13,False,False
buildup_mar,0066_027,UAE,diplomacy,5,False,False
buildup_mar,0066_027,UAE,strike_claims,11,False,False
buildup_mar,0066_027,USA,military_action,23,False,False
buildup_mar,0066_027,USA,deterrence,18,False,False
buildup_mar,0066_027,USA,diplomacy,0,False,False
buildup_mar,0066_027,USA,strike_claims,16,False,False
buildup_apr,0067_000,ARAGHCHI,diplomacy,28,False,False
buildup_apr,0067_000,ISRAEL,diplomacy,23,False,False
buildup_apr,0067_000,IRAN,diplomacy,4,False,False
buildup_apr,0067_000,USA,diplomacy,0,False,False
buildup_apr,0067_003,ARAGHCHI,deterrence,11,True,True
buildup_apr,0067_003,IRAN,deterrence,9,False,True
buildup_apr,0067_006,ARAGHCHI,nuclear_program,3,False,True
buildup_apr,0067_006,IRAN,nuclear_program,0,False,True
buildup_apr,0067_006,IAEA,nuclear_program,7,False,True
buildup_apr,0067_006,ISRAEL,nuclear_program,38,False,True
buildup_apr,0068_001,GROSSI,deterrence,18,False,False
buildup_apr,0068_001,IAEA,deterrence,4,False,False
buildup_apr,0068_002,GROSSI,military_action,3,False,False
buildup_apr,0068_014,GROSSI,deterrence,8,False,False
buildup_apr,0068_015,IAEA,nuclear_program,0,False,False
buildup_apr,0068_015,IAEA,deterrence,2,False,False
buildup_apr,0068_015,IRAN,nuclear_program,5,False,False
buildup_apr,0068_015,IRAN,deterrence,2,False,False
buildup_apr,0069_007,IRAN,nuclear_program,17,False,False
buildup_apr,0069_010,IRAN,nuclear_program,12,False,False
buildup_apr,0069_010,IRAN,strike_claims,25,False,False
buildup_apr,0069_013,ISRAEL,nuclear_program,0,False,False
buildup_apr,0069_013,IAEA,nuclear_program,10,False,False
buildup_apr,0069_028,IRAN,diplomacy,3,False,False
buildup_apr,0069_030,USA,diplomacy,3,False,False
buildup_apr,0069_036,USA,nuclear_program,8,False,False
buildup_apr,0069_036,USA,diplomacy,13,False,False
buildup_apr,0069_037,USA,diplomacy,3,False,False
buildup_apr,0069_037,IRAN,diplomacy,0,False,False
buildup_apr,0069_043,IRAN,diplomacy,3,False,False
buildup_apr,0069_046,TRUMP,diplomacy,4,False,True
buildup_apr,0069_056,IRAN,nuclear_program,0,False,False
buildup_apr,0069_059,IRAN,diplomacy,3,False,True
buildup_apr,0069_061,IRAN,deterrence,5,False,False
buildup_apr,0069_063,IRAN,nuclear_program,10,False,False
buildup_apr,0069_068,IRAN,nuclear_program,11,False,True
buildup_apr,0069_068,IRAN,deterrence,9,False,True
buildup_apr,0069_070,IRAN,diplomacy,4,False,False
buildup_apr,0069_070,ARAGHCHI,diplomacy,6,False,False
buildup_mar,0070_003,KHAMENEI,diplomacy,11,False,False
buildup_mar,0070_003,USA,diplomacy,3,False,False
buildup_mar,0070_003,TRUMP,diplomacy,6,False,False
buildup_mar,0070_003,IRAN,diplomacy,1,False,False
buildup_mar,0070_004,USA,diplomacy,3,False,False
buildup_mar,0070_004,IRAN,diplomacy,1,False,False
buildup_mar,0070_005,IRAN,diplomacy,4,False,True
buildup_mar,0070_005,USA,diplomacy,2,True,True
buildup_mar,0070_005,KHAMENEI,diplomacy,7,False,True
buildup_mar,0070_006,TRUMP,diplomacy,13,False,False
buildup_mar,0070_007,KHAMENEI,diplomacy,6,False,False
buildup_mar,0070_009,USA,nuclear_program,10,False,False
buildup_mar,0070_009,IRAN,nuclear_program,1,False,False
buildup_mar,0070_010,IRAN,nuclear_program,3,False,True
buildup_mar,0070_011,TRUMP,diplomacy,11,False,True
buildup_mar,0070_011,KHAMENEI,diplomacy,4,False,True
buildup_mar,0070_011,IRAN,diplomacy,1,False,True
buildup_may,0071_000,IRAN,nuclear_program,1,True,True
buildup_may,0071_000,IRAN,diplomacy,9,True,True
buildup_may,0071_000,USA,nuclear_program,5,False,True
buildup_may,0071_000,USA,diplomacy,0,False,True
buildup_may,0071_001,IRAN,diplomacy,6,False,True
buildup_may,0071_001,USA,diplomacy,2,False,True
buildup_may,0071_003,IRAN,nuclear_program,24,False,False
buildup_may,0071_003,IRAN,diplomacy,37,False,False
buildup_may,0071_003,USA,nuclear_program,7,False,False
buildup_may,0071_003,USA,diplomacy,4,False,False
buildup_may,0071_006,IRAN,deterrence,8,False,False
buildup_may,0071_007,USA,diplomacy,3,False,False
buildup_may,0071_014,IRAN,nuclear_program,0,False,False
buildup_may,0071_014,IRAN,diplomacy,6,False,False
buildup_may,0071_014,USA,nuclear_program,17,False,False
buildup_may,0071_014,USA,diplomacy,12,False,False
buildup_may,0071_014,TRUMP,nuclear_program,22,False,False
buildup_may,0071_014,TRUMP,diplomacy,17,False,False
buildup_may,0071_015,IRAN,diplomacy,7,False,False
buildup_may,0071_015,USA,diplomacy,2,False,False
buildup_may,0071_016,IRAN,diplomacy,7,False,False
buildup_may,0071_016,USA,diplomacy,2,False,False
buildup_apr,0072_001,IRAN,nuclear_program,0,False,False
buildup_apr,0072_002,IRAN,diplomacy,1,False,False
buildup_apr,0072_002,USA,diplomacy,4,False,False
buildup_apr,0072_002,OMAN,diplomacy,6,False,False
buildup_apr,0072_002,CHINA,diplomacy,8,False,False
buildup_apr,0072_003,USA,diplomacy,2,False,True
buildup_apr,0072_003,IRAN,diplomacy,1,False,True
buildup_apr,0072_004,CHINA,nuclear_program,3,False,True
buildup_apr,0072_004,CHINA,diplomacy,4,False,True
buildup_apr,0073_014,IAEA,nuclear_program,0,False,False
buildup_apr,0073_014,GROSSI,nuclear_program,0,False,False
buildup_apr,0073_014,IRAN,nuclear_program,4,False,False
buildup_apr,0073_015,IAEA,nuclear_program,7,False,False
buildup_apr,0073_015,IRAN,nuclear_program,0,False,False
buildup_apr,0073_016,IAEA,nuclear_program,0,False,False
buildup_apr,0073_018,IRAN,nuclear_program,12,False,True
buildup_apr,0073_018,IRAN,diplomacy,1,False,True
buildup_apr,0073_018,USA,nuclear_program,15,False,True
buildup_apr,0073_018,USA,diplomacy,4,False,True
buildup_apr,0073_018,OMAN,nuclear_program,9,False,True
buildup_apr,0073_018,OMAN,diplomacy,10,False,True
buildup_apr,0074_003,IRAN,nuclear_program,1,True,True
buildup_apr,0074_003,IAEA,nuclear_program,5,False,True
buildup_apr,0074_004,IRAN,nuclear_program,1,False,False
buildup_apr,0074_004,IAEA,nuclear_program,7,False,False
buildup_apr,0074_004,ARAGHCHI,nuclear_program,11,False,False
buildup_apr,0074_005,IRAN,nuclear_program,1,False,False
buildup_apr,0074_005,IRAN,diplomacy,1,False,False
buildup_apr,0074_005,USA,nuclear_program,25,False,False
buildup_apr,0074_005,USA,diplomacy,31,False,False
buildup_apr,0074_005,OMAN,nuclear_program,17,False,False
buildup_apr,0074_005,OMAN,diplomacy,23,False,False
buildup_apr,0074_007,IRAN,diplomacy,7,False,False
buildup_apr,0074_007,USA,diplomacy,5,False,False
buildup_apr,0074_008,ARAGHCHI,diplomacy,11,False,False
buildup_apr,0074_008,USA,diplomacy,14,False,False
buildup_apr,0074_008,WITKOFF,diplomacy,18,False,False
buildup_apr,0075_002,IRAN,diplomacy,8,False,False
buildup_apr,0075_002,USA,diplomacy,6,False,False
buildup_apr,0075_002,OMAN,diplomacy,4,False,False
buildup_apr,0075_005,IRAN,nuclear_program,0,False,False
buildup_apr,0075_005,IRAN,deterrence,5,False,False
buildup_apr,0075_005,USA,nuclear_program,10,False,False
buildup_apr,0075_005,USA,deterrence,3,False,False
buildup_apr,0075_006,USA,deterrence,14,False,True
buildup_apr,0075_006,IRAN,deterrence,2,False,True
buildup_apr,0075_007,IRAN,military_action,38,False,True
buildup_apr,0075_007,IRAN,nuclear_program,0,False,True
buildup_apr,0075_007,IRAN,diplomacy,8,False,True
buildup_apr,0075_007,USA,military_action,6,False,True
buildup_apr,0075_007,USA,nuclear_program,5,False,True
buildup_apr,0075_007,USA,diplomacy,7,False,True
buildup_apr,0075_008,USA,diplomacy,9,True,True
buildup_apr,0075_009,ARAGHCHI,nuclear_program,28,False,False
buildup_apr,0075_009,OMAN,nuclear_program,12,False,False
buildup_apr,0075_009,IRAN,nuclear_program,0,False,False
buildup_mar,0076_001,USA,diplomacy,3,False,False
buildup_mar,0076_001,IRAN,diplomacy,5,False,False
buildup_mar,0076_001,RUSSIA,diplomacy,1,False,False
buildup_mar,0076_006,RUSSIA,diplomacy,20,False,False
buildup_mar,0076_006,USA,diplomacy,8,False,False
buildup_mar,0076_006,TRUMP,diplomacy,5,False,False
buildup_mar,0076_006,IRAN,diplomacy,5,False,False
buildup_mar,0076_008,USA,diplomacy,5,False,True
buildup_mar,0076_008,IRAN,diplomacy,1,False,True
buildup_mar,0076_012,GERMANY,military_action,9,False,True
buildup_mar,0076_012,GERMANY,nuclear_program,22,False,True
buildup_mar,0076_012,IRAN,military_action,3,False,True
buildup_mar,0076_012,IRAN,nuclear_program,0,False,True
buildup_mar,0076_013,TRUMP,diplomacy,9,False,True
buildup_mar,0076_013,IRAN,diplomacy,1,False,True
buildup_mar,0076_019,RUSSIA,diplomacy,4,False,False
buildup_mar,0076_019,USA,diplomacy,2,False,False
buildup_mar,0076_019,IRAN,diplomacy,6,False,False
buildup_may,0077_001,IRAN,nuclear_program,1,False,True
buildup_may,0077_003,IRAN,diplomacy,1,True,True
buildup_may,0077_003,USA,diplomacy,3,False,True
buildup_may,0077_003,OMAN,diplomacy,8,False,True
buildup_may,0077_005,IRAN,diplomacy,10,False,False
buildup_may,0077_006,IRAN,diplomacy,6,True,True
buildup_may,0077_006,IRAN,strike_claims,17,True,True
buildup_may,0077_007,USA,diplomacy,5,False,True
buildup_may,0077_007,IRAN,diplomacy,13,True,True
buildup_may,0077_008,IRAN,nuclear_program,5,True,True
buildup_may,0077_010,IRAN,nuclear_program,1,False,True
buildup_may,0077_010,IRAN,diplomacy,5,False,True
buildup_may,0077_010,USA,nuclear_program,15,False,True
buildup_may,0077_010,USA,diplomacy,6,False,True
buildup_may,0077_010,OMAN,nuclear_program,36,False,True
buildup_may,0077_010,OMAN,diplomacy,13,False,True
buildup_may,0078_000,USA,diplomacy,1,False,False
buildup_may,0078_000,TRUMP,diplomacy,6,False,False
buildup_may,0078_000,IRAN,diplomacy,3,False,False
buildup_may,0078_005,TRUMP,nuclear_program,7,False,True
buildup_may,0078_005,IRAN,nuclear_program,1,False,True
buildup_may,0078_007,IRAN,nuclear_program,3,True,True
buildup_may,0078_010,TRUMP,diplomacy,8,False,True
buildup_may,0078_010,USA,diplomacy,16,False,True
buildup_may,0078_010,IRAN,diplomacy,10,False,True
buildup_may,0078_020,USA,diplomacy,5,False,True
buildup_may,0078_020,IRAN,diplomacy,2,False,True
buildup_may,0078_020,TRUMP,diplomacy,5,True,True
buildup_mar,0079_000,USA,diplomacy,18,False,False
buildup_mar,0079_000,IRAQ,diplomacy,11,False,False
buildup_mar,0079_000,IRAN,diplomacy,2,False,False
buildup_mar,0079_000,TRUMP,diplomacy,0,False,False
buildup_mar,0079_002,USA,deterrence,10,False,True
buildup_mar,0079_002,USA,diplomacy,23,False,True
buildup_mar,0079_002,IRAN,deterrence,1,False,True
buildup_mar,0079_002,IRAN,diplomacy,2,False,True
buildup_mar,0079_002,TRUMP,deterrence,18,False,True
buildup_mar,0079_002,TRUMP,diplomacy,0,False,True
buildup_mar,0079_004,USA,diplomacy,21,False,True
buildup_mar,0079_004,TRUMP,diplomacy,17,True,True
buildup_mar,0079_004,IRAN,diplomacy,1,False,True
buildup_mar,0079_006,IRAN,diplomacy,3,False,True
buildup_mar,0079_006,USA,diplomacy,1,False,True
buildup_mar,0079_007,KHAMENEI,diplomacy,7,False,False
buildup_mar,0079_007,USA,diplomacy,2,False,False
buildup_mar,0079_009,USA,diplomacy,23,False,False
buildup_mar,0079_009,IRAQ,diplomacy,18,False,False
buildup_mar,0079_009,IRAN,diplomacy,1,False,False
buildup_mar,0079_009,TRUMP,diplomacy,11,False,False
buildup_apr,0080_000,ARAGHCHI,diplomacy,27,False,False
buildup_apr,0080_000,USA,diplomacy,17,False,False
buildup_apr,0080_000,OMAN,diplomacy,15,False,False
buildup_apr,0080_000,IRAN,diplomacy,3,False,False
buildup_apr,0080_002,OMAN,diplomacy,4,False,False
buildup_apr,0080_002,IRAN,diplomacy,2,False,False
buildup_apr,0080_002,ARAGHCHI,diplomacy,4,False,False
buildup_apr,0080_010,OMAN,diplomacy,4,False,False
buildup_apr,0080_021,USA,diplomacy,4,False,False
buildup_apr,0080_024,TRUMP,diplomacy,7,False,False
buildup_apr,0080_024,UKRAINE,diplomacy,9,False,False
buildup_apr,0080_027,IRAN,deterrence,9,False,False
buildup_apr,0080_031,TRUMP,nuclear_program,36,False,False
buildup_apr,0080_031,TRUMP,diplomacy,10,False,False
buildup_apr,0080_031,IRAN,nuclear_program,6,False,False
buildup_apr,0080_031,IRAN,diplomacy,10,False,False
buildup_apr,0080_033,USA,diplomacy,7,False,False
buildup_apr,0080_033,IRAN,diplomacy,20,False,False
buildup_apr,0080_035,IRAN,nuclear_program,4,False,False
buildup_apr,0080_037,USA,nuclear_program,16,False,False
buildup_apr,0080_040,USA,diplomacy,9,False,False
buildup_apr,0080_040,IRAN,diplomacy,4,False,False
buildup_apr,0080_047,USA,diplomacy,13,False,False
buildup_apr,0080_047,IRAN,diplomacy,0,False,False
buildup_apr,0080_063,IRAN,deterrence,9,False,True
buildup_apr,0080_068,ARAGHCHI,diplomacy,27,False,False
buildup_apr,0080_068,USA,diplomacy,4,False,False
buildup_apr,0080_068,OMAN,diplomacy,15,False,False
buildup_apr,0080_068,IRAN,diplomacy,3,False,False
buildup_apr,0081_000,PEZESHKIAN,deterrence,26,False,False
buildup_apr,0081_000,USA,deterrence,8,False,False
buildup_apr,0081_000,IRAN,deterrence,2,False,False
buildup_apr,0081_003,IRAN,nuclear_program,5,False,True
buildup_apr,0081_003,IRAN,diplomacy,12,False,True
buildup_apr,0081_003,PEZESHKIAN,nuclear_program,0,False,True
buildup_apr,0081_003,PEZESHKIAN,diplomacy,4,False,True
buildup_apr,0081_003,USA,nuclear_program,9,False,True
buildup_apr,0081_003,USA,diplomacy,1,False,True
buildup_apr,0081_005,ARAGHCHI,nuclear_program,16,False,True
buildup_apr,0081_005,ARAGHCHI,diplomacy,13,False,True
buildup_apr,0081_005,IRAN,nuclear_program,0,False,True
buildup_apr,0081_005,IRAN,diplomacy,1,False,True
buildup_apr,0081_006,ARAGHCHI,diplomacy,11,False,True
buildup_apr,0081_006,USA,diplomacy,5,False,True
buildup_apr,0081_006,IRAN,diplomacy,1,False,True
buildup_apr,0081_007,IRAN,nuclear_program,24,False,False
buildup_apr,0081_007,IRAN,diplomacy,28,False,False
buildup_apr,0081_008,ARAGHCHI,deterrence,5,False,True
buildup_apr,0081_008,ARAGHCHI,diplomacy,7,False,True
buildup_apr,0081_008,USA,deterrence,8,False,True
buildup_apr,0081_008,USA,diplomacy,6,False,True
buildup_apr,0081_008,IRAN,deterrence,17,False,True
buildup_apr,0081_008,IRAN,diplomacy,19,False,True
buildup_apr,0082_001,IRAN,nuclear_program,12,False,True
buildup_apr,0082_001,IRAN,diplomacy,28,False,True
buildup_apr,0082_001,USA,nuclear_program,8,False,True
buildup_apr,0082_001,USA,diplomacy,24,False,True
buildup_apr,0082_002,IRAN,diplomacy,9,False,False
buildup_apr,0082_002,USA,diplomacy,6,False,False
buildup_apr,0082_003,IRAN,diplomacy,16,False,False
buildup_apr,0082_006,IRAN,diplomacy,0,False,False
buildup_apr,0082_008,ISRAEL,diplomacy,6,False,False
buildup_apr,0082_009,ISRAEL,diplomacy,2,False,False
buildup_apr,0082_009,USA,diplomacy,2,False,False
buildup_apr,0082_009,TRUMP,diplomacy,5,False,False
buildup_apr,0082_013,IRAN,diplomacy,0,False,False
buildup_apr,0082_016,IRAN,diplomacy,1,False,True
buildup_apr,0083_001,IRAN,nuclear_program,6,False,False
buildup_apr,0083_001,IAEA,nuclear_program,0,False,False
buildup_apr,0083_011,USA,nuclear_program,5,False,False
buildup_apr,0083_013,NATO,nuclear_program,15,False,False
buildup_apr,0083_014,NATO,nuclear_program,4,False,False
buildup_apr,0083_014,USA,nuclear_program,0,False,False
buildup_apr,0083_015,USA,deterrence,2,False,False
buildup_apr,0083_018,IRAN,nuclear_program,1,False,False
buildup_apr,0083_019,IRAN,nuclear_program,10,False,False
buildup_apr,0083_019,IAEA,nuclear_program,0,False,False
buildup_apr,0083_020,IRAN,nuclear_program,3,False,False
buildup_apr,0083_020,IAEA,nuclear_program,0,False,False
buildup_apr,0083_022,IRAN,nuclear_program,33,False,False
buildup_apr,0083_022,IAEA,nuclear_program,0,False,False
buildup_apr,0083_024,ISRAEL,nuclear_program,10,False,False
buildup_apr,0083_024,ISRAEL,deterrence,6,False,False
buildup_apr,0083_024,ISRAEL,strike_claims,10,False,False
buildup_apr,0083_024,IAEA,nuclear_program,52,False,False
buildup_apr,0083_024,IAEA,deterrence,34,False,False
buildup_apr,0083_024,IAEA,strike_claims,30,False,False
buildup_apr,0083_028,IRAN,nuclear_program,6,False,False
buildup_apr,0083_028,IAEA,nuclear_program,0,False,False
buildup_apr,0083_030,IAEA,nuclear_program,0,False,False
buildup_apr,0083_030,IRAN,nuclear_program,11,False,False
buildup_apr,0084_001,IRAN,nuclear_program,12,False,True
buildup_apr,0084_001,IRAN,diplomacy,28,False,True
buildup_apr,0084_001,USA,nuclear_program,8,False,True
buildup_apr,0084_001,USA,diplomacy,24,False,True
buildup_apr,0084_002,IRAN,diplomacy,8,False,False
buildup_apr,0084_002,USA,diplomacy,5,False,False
buildup_apr,0084_003,IRAN,diplomacy,15,False,False
buildup_apr,0084_005,IRAN,diplomacy,0,False,False
buildup_apr,0084_008,ISRAEL,diplomacy,6,False,False
buildup_apr,0084_009,ISRAEL,diplomacy,2,False,False
buildup_apr,0084_009,USA,diplomacy,2,False,False
buildup_apr,0084_009,TRUMP,diplomacy,5,False,False
buildup_apr,0084_013,IRAN,diplomacy,0,False,False
buildup_apr,0084_016,IRAN,diplomacy,2,False,True
buildup_apr,0084_016,USA,diplomacy,1,False,True
buildup_apr,0085_004,IRAN,diplomacy,8,False,False
buildup_apr,0085_004,USA,diplomacy,2,False,False
buildup_apr,0085_005,IRAN,diplomacy,3,False,True
buildup_apr,0085_006,IRAN,diplomacy,2,False,False
buildup_apr,0085_007,IRAN,nuclear_program,0,False,False
buildup_apr,0085_007,IAEA,nuclear_program,18,False,False
buildup_apr,0085_007,GROSSI,nuclear_program,23,False,False
buildup_apr,0085_009,GROSSI,nuclear_program,18,False,False
buildup_apr,0085_009,IRAN,nuclear_program,10,False,False
buildup_apr,0085_009,USA,nuclear_program,7,False,False
buildup_apr,0085_009,IAEA,nuclear_program,0,False,False
buildup_apr,0085_010,IRAN,diplomacy,3,False,False
buildup_apr,0085_010,USA,diplomacy,2,False,False
buildup_apr,0086_017,NATO,nuclear_program,15,False,False
buildup_apr,0086_018,NATO,nuclear_program,4,False,False
buildup_apr,0086_018,USA,nuclear_program,0,False,False
buildup_apr,0086_019,USA,deterrence,2,False,False
buildup_apr,0086_022,IRAN,nuclear_program,1,False,False
buildup_apr,0086_023,IRAN,nuclear_program,10,False,False
buildup_apr,0086_023,IAEA,nuclear_program,0,False,False
buildup_apr,0086_024,IRAN,nuclear_program,3,False,False
buildup_apr,0086_024,IAEA,nuclear_program,0,False,False
buildup_apr,0086_026,IRAN,nuclear_program,33,False,False
buildup_apr,0086_026,IAEA,nuclear_program,0,False,False
buildup_apr,0086_030,ISRAEL,nuclear_program,10,False,False
buildup_apr,0086_030,ISRAEL,deterrence,6,False,False
buildup_apr,0086_030,ISRAEL,strike_claims,10,False,False
buildup_apr,0086_030,IAEA,nuclear_program,52,False,False
buildup_apr,0086_030,IAEA,deterrence,34,False,False
buildup_apr,0086_030,IAEA,strike_claims,30,False,False
buildup_may,0087_001,ARAGHCHI,deterrence,1,False,False
buildup_may,0087_001,IRAN,deterrence,0,False,False
buildup_may,0087_003,ARAGHCHI,nuclear_program,2,False,False
buildup_may,0087_003,IRAN,nuclear_program,14,False,False
buildup_may,0087_004,ARAGHCHI,nuclear_program,3,True,True
buildup_may,0087_004,IRAN,nuclear_program,15,False,True
buildup_may,0087_009,USA,diplomacy,9,False,False
buildup_may,0087_009,EU,diplomacy,5,False,False
buildup_may,0087_020,IRAN,nuclear_program,11,False,False
buildup_may,0087_020,IRAN,deterrence,0,False,False
buildup_mar,0088_000,UK,deterrence,1,False,False
buildup_mar,0088_000,UK,diplomacy,8,False,False
buildup_mar,0088_000,RUSSIA,deterrence,3,False,False
buildup_mar,0088_000,RUSSIA,diplomacy,14,False,False
buildup_mar,0088_000,FRANCE,deterrence,2,False,False
buildup_mar,0088_000,FRANCE,diplomacy,7,False,False
buildup_mar,0088_000,GERMANY,deterrence,4,False,False
buildup_mar,0088_000,GERMANY,diplomacy,5,False,False
buildup_mar,0088_000,IRAN,deterrence,12,False,False
buildup_mar,0088_000,IRAN,diplomacy,1,False,False
buildup_mar,0088_001,IRAN,diplomacy,0,False,False
buildup_mar,0088_002,USA,diplomacy,8,False,False
buildup_mar,0088_002,IRAN,diplomacy,2,False,False
buildup_mar,0088_002,UK,diplomacy,12,False,False
buildup_mar,0088_002,FRANCE,diplomacy,13,False,False
buildup_mar,0088_002,GERMANY,diplomacy,14,False,False
buildup_mar,0088_002,RUSSIA,diplomacy,15,False,False
buildup_mar,0088_002,CHINA,diplomacy,17,False,False
buildup_mar,0088_003,IRAN,diplomacy,9,False,True
buildup_mar,0088_003,USA,diplomacy,21,False,True
buildup_mar,0088_003,EU,diplomacy,29,False,True
buildup_mar,0088_004,IAEA,nuclear_program,0,False,False
buildup_mar,0088_004,IAEA,diplomacy,32,False,False
buildup_mar,0088_004,RUSSIA,nuclear_program,5,False,False
buildup_mar,0088_004,RUSSIA,diplomacy,26,False,False
buildup_mar,0088_004,EU,nuclear_program,34,False,False
buildup_mar,0088_004,EU,diplomacy,1,False,False
buildup_mar,0088_004,IRAN,nuclear_program,40,False,False
buildup_mar,0088_004,IRAN,diplomacy,7,False,False
buildup_mar,0088_006,UK,deterrence,1,False,False
buildup_mar,0088_006,GERMANY,deterrence,3,False,False
buildup_mar,0088_006,FRANCE,deterrence,5,False,False
buildup_mar,0088_009,EU,diplomacy,15,False,False
buildup_mar,0088_010,IRAN,nuclear_program,5,False,True
buildup_mar,0088_010,IRAN,diplomacy,0,False,True
buildup_mar,0088_010,IAEA,nuclear_program,0,False,True
buildup_mar,0088_010,IAEA,diplomacy,22,False,True
buildup_mar,0088_010,GROSSI,nuclear_program,2,False,True
buildup_mar,0088_010,GROSSI,diplomacy,34,False,True
buildup_mar,0088_011,EU,diplomacy,13,False,False
buildup_mar,0088_011,IRAN,diplomacy,4,False,False
buildup_mar,0088_013,RUSSIA,deterrence,4,False,False
buildup_mar,0088_013,IRAN,deterrence,1,False,False
buildup_apr,0089_012,IRAN,nuclear_program,17,False,False
buildup_apr,0089_015,IRAN,nuclear_program,12,False,False
buildup_apr,0089_015,IRAN,strike_claims,25,False,False
buildup_apr,0089_018,ISRAEL,nuclear_program,0,False,False
buildup_apr,0089_018,IAEA,nuclear_program,10,False,False
buildup_apr,0089_033,IRAN,diplomacy,3,False,False
buildup_apr,0089_035,USA,diplomacy,11,False,False
